model,task_dir,attempts,llm_calls,accepted_repairs,input_tokens_in_log,output_tokens_in_log,top_action,top_action_count,top_error,top_error_count
gpt5,o-AL__entails_and_temp-20251126-184853,3,3,2,9135,8234,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__p_leads_to_q_is_stable-20251125-195645,3,3,2,9094,6910,postcondition_repair,1,PostCondFail,1
claude,o-MA__layout__mul_mod_right-20251201-105119,3,3,2,9080,1713,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__pmemutil_L_ifnooutstandingwritesataddrthenpersistentmemoryviewcanonlycrashascommitted-20251130-074748,3,3,2,9078,12408,postcondition_repair,1,PostCondFail,1
o4mini,o-ST__pmemutil_L_auto_if_no_outstanding_writes_then_flush_is_idempotent-20251130-022826,3,3,2,9059,3858,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__commit_mask__impl__empty-20251127-200613,3,3,2,9056,24023,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__leads_to_shortcut_temp-20251125-171335,3,3,2,9038,11365,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__definitions_u__impl3__lemma_entry_sizes_aligned_auto-20251127-091955,3,3,2,9029,4467,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__always_lift_state_unfold-20251126-184022,3,3,2,9006,7159,postcondition_repair,1,PostCondFail,1
o4mini,o-IR__marshal_v__impl1__lemma_serialization_is_not_a_prefix_of-20251126-214539,3,3,2,9005,6019,postcondition_repair,1,PostCondFail,1
o4mini,o-VE__properties__SecureSpecBombinator__corollary_serialize_injective-20251129-103856,3,3,2,8989,6982,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_read-20251128-122646,3,3,2,8954,13492,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__seq_unequal_preserved_by_add-20251125-195605,3,3,2,8953,10956,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__impl_u__indexing__lemma_entry_base_from_index_support-20251127-111440,3,3,2,8945,8969,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__marshal_v__impl5__lemma_view_equal_symmetric-20251203-133340,3,3,2,8937,1696,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__not_eventually_by_always_not-20251125-182907,3,3,2,8897,11352,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__mul_assoc-20251201-124832,3,3,2,8897,2112,postcondition_repair,1,PostCondFail,1
claude,o-VE__utils__compare_slice-20251202-142149,3,3,2,8883,1907,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__lemma_div_by_multiple-20251201-124758,3,3,2,8881,1725,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq-20251128-115500,3,3,2,8871,5953,postcondition_repair,1,PostCondFail,1
o4mini,o-IR__verus_extra__lemma_seq_fold_left_sum_len_int_positive-20251127-112625,3,3,2,8864,6829,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__layout__two_mul_with_bit0-20251203-134523,3,3,2,8845,1574,postcondition_repair,1,PostCondFail,1
claude-s4,o-MA__bin_sizes__mul_ordering-20251203-171223,3,3,2,8840,1627,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__cyclicbuffer__log_entry_alive_wrap_around_helper-20251127-044323,3,3,2,8817,6566,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__extra__leq_add_aligned_less-20251203-150407,3,3,2,8802,1848,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__entails_preserved_by_always-20251126-185616,3,3,2,8797,8957,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__entails_trans-20251126-185840,3,3,2,8797,6410,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__entails_and_different_temp-20251126-184609,3,3,2,8782,10157,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_and_equality-20251126-161941,3,3,2,8760,9738,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__always_to_current-20251126-194856,3,3,2,8753,7220,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_distributed_by_and-20251126-162243,3,3,2,8751,8849,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__always_propagate_forwards-20251126-185354,3,3,2,8738,7884,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__definitions_u__lemma_new_seq-20251127-092652,3,3,2,8709,5468,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__verus_extra__map_fold_finite-20251127-125222,3,3,2,8667,5469,postcondition_repair,1,PostCondFail,1
claude,o-AL__empty_filter_implies_seq_pred_false_on_all_elements-20251201-084958,3,3,2,8663,2014,postcondition_repair,1,PostCondFail,1
claude,o-MA__layout__sub_distribute-20251201-111432,3,3,2,8644,1542,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__stable_and_temp-20251125-202053,3,3,2,8627,11475,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__entails_apply-20251126-185144,3,3,2,8607,8395,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__impl_u__os_refinement__monotonic_candidate_mapping_overlaps_existing_vmem-20251127-212229,3,3,2,8601,6706,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__layout__block_start_at_diff-20251126-234533,3,3,2,8586,9759,postcondition_repair,1,PostCondFail,1
claude,o-MA__layout__two_mul_with_bit0-20251201-111507,3,3,2,8582,1745,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__marshal_v__impl1__lemma_serialization_is_not_a_prefix_of-20251126-195749,3,3,2,8574,10898,postcondition_repair,1,PostCondFail,1
gpt5,o-ST__pmemutil_L_auto_if_no_outstanding_writes_then_flush_is_idempotent-20251130-074437,3,3,2,8546,4128,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_double-20251126-162548,3,3,2,8529,5195,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__seq_equal_preserved_by_add-20251125-185812,3,3,2,8512,9312,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_p_is_stable-20251126-170645,3,3,2,8505,7933,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__extra__aligned_transitive_auto-20251127-095318,3,3,2,8503,4329,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__extra__assert_maps_equal_contains_pair-20251127-095456,3,3,2,8497,7010,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__unbounded_log_refines_simplelog__state_at_version_refines-20251201-123757,3,3,1,8429,2666,postcondition_repair,2,PostCondFail,2
o4mini,o-NO__spec__utils__int_mod_less_than_same-20251127-110301,3,3,2,8414,4638,postcondition_repair,1,PostCondFail,1
o4mini,o-OS__util__page_ptr_util_u__va_4k_range_valid-20251129-185929,3,3,2,8390,5909,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__implies_apply_with_always-20251126-191415,3,3,2,8367,7166,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__seq_equal_preserved_by_add_prefix-20251125-201537,3,3,2,8308,6223,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__mul_ordering-20251201-124912,3,3,2,8274,1916,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__verus_extra__set_map_union_auto-20251127-130154,3,3,2,8226,4992,postcondition_repair,1,PostCondFail,1
claude,o-AL__map_values_weaknes_no_duplicates-20251130-171357,3,3,2,8202,2222,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__use_tla_forall-20251126-042756,3,3,2,8188,5136,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__verus_extra__lemma_to_set_union_auto-20251127-124838,3,3,2,8141,3908,postcondition_repair,1,PostCondFail,1
o4mini,o-NR__impl_u__indexing__lemma_entry_base_from_index_support-20251127-142427,3,3,2,8127,4850,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__simplify_predicate-20251125-200149,3,3,2,8104,8167,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__layout__two_mul_with_bit0-20251127-022532,3,3,2,8025,6327,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__seq_unequal_preserved_by_add_auto-20251125-212829,3,3,2,8012,5719,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__always_to_current-20251126-172842,3,3,2,7960,8433,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__cyclicbuffer__log_entry_alive_value_wrap_around-20251127-043926,3,3,2,7940,15102,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__unbounded_log__element_outside_set-20251201-123544,3,3,2,7926,1962,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__mul_assoc-20251127-153107,3,3,2,7866,3738,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__commit_mask__lemma_map_distribute_auto-20251127-215022,3,3,2,7853,3617,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__entails_apply-20251126-214623,3,3,2,7848,8807,postcondition_repair,1,PostCondFail,1
o4mini,o-IR__verus_extra__map_set_finite_auto-20251127-124050,3,3,2,7795,3475,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__commit_mask__lemma_map_distribute_auto-20251127-214149,3,3,2,7726,4495,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__marshal_v__impl4__lemma_view_equal_symmetric-20251127-011200,3,3,2,7711,12165,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__marshal_v__impl1__lemma_serialize_injective-20251126-200045,3,3,2,7670,11142,postcondition_repair,1,PostCondFail,1
gpt5,o-NR__extra__leq_add_aligned_less-20251127-100239,3,3,2,7630,9962,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__result_idx_in_range_has_bin_size-20251201-130346,2,3,1,7623,1762,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__true_pred_on_seq_implies_true_pred_on_filtered_seq-20251126-013958,3,3,2,7588,6638,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__layout__sub_distribute-20251127-044327,3,3,2,7570,5119,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__div2-20251127-144408,3,3,2,7560,6494,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__layout__sub_distribute-20251127-022426,3,3,2,7513,3423,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__layout__two_mul_with_bit0-20251127-044417,3,3,2,7497,8047,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__mul_ordering-20251127-153213,3,3,2,7453,5344,postcondition_repair,1,PostCondFail,1
gpt5,o-MA__bin_sizes__lemma_div_by_multiple-20251127-152929,3,3,2,7435,4382,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__verus_extra__map_set_finite_auto-20251127-125601,3,3,2,7435,3884,postcondition_repair,1,PostCondFail,1
o4mini,o-MA__bin_sizes__mul_ordering-20251127-153422,3,3,2,7367,5063,postcondition_repair,1,PostCondFail,1
o4mini,o-AL__true_pred_on_seq_implies_true_pred_on_filtered_seq-20251126-035623,3,3,2,7267,5835,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__seq_unequal_preserved_by_add_auto-20251125-200013,3,3,2,7260,4265,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__utils__int_mod_less_than_same-20251127-073400,3,3,2,7198,3691,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__unbounded_log__element_outside_set-20251127-071351,3,3,2,7185,7140,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__seq_filter_contains_implies_seq_contains-20251125-190813,3,3,2,7055,6573,postcondition_repair,1,PostCondFail,1
o4mini,o-IR__marshal_v__impl5__lemma_view_equal_symmetric-20251127-035414,3,3,2,7039,5426,postcondition_repair,1,PostCondFail,1
gpt5,o-AL__map_values_weaknes_no_duplicates-20251125-182148,3,3,2,6909,9264,postcondition_repair,1,PostCondFail,1
gpt5,o-IR__marshal_v__impl5__lemma_view_equal_symmetric-20251127-031841,3,3,2,6867,5728,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__linearization__pop_rid-20251203-142907,3,3,2,4958,1427,postcondition_repair,1,PostCondFail,1
o4mini,o-NO__spec__linearization__pop_rid-20251127-080540,2,3,1,3118,4189,postcondition_repair,1,PostCondFail,1
claude,o-OS__kernel__syscall_send_pages__impl0__syscall_send_pages-20251202-080959,3,2,2,93741,1029,precondition_repair,2,PreCondFail,2
claude,o-OS__kernel__syscall_receive_endpoint__impl0__syscall_receive_endpoint-20251202-074131,3,2,2,86877,748,precondition_repair,2,PreCondFail,2
claude,o-AC__vreplicaset_controller__proof__liveness__spec__next_with_wf_is_stable-20251201-044336,2,2,1,79762,1647,postcondition_repair,1,PostCondFail,1
claude,o-OS__kernel__syscall_send_empty_try_schedule__impl0__syscall_send_empty_try_schedule-20251202-075837,3,2,2,76659,1096,precondition_repair,2,PreCondFail,2
claude,o-OS__kernel__syscall_send_empty__impl0__syscall_send_empty_block-20251202-075735,3,2,2,74749,896,precondition_repair,2,PreCondFail,2
claude,o-OS__kernel__syscall_send_empty__impl0__syscall_send_empty_no_block-20251202-075808,3,2,2,69761,881,precondition_repair,2,PreCondFail,2
gpt5,o-OS__kernel__syscall_send_pages__impl0__syscall_send_pages-20251129-000525,3,2,2,68493,8844,precondition_repair,2,PreCondFail,2
gpt5,o-OS__kernel__syscall_send_empty__impl0__syscall_send_empty_block-20251128-230703,3,2,2,56387,12151,precondition_repair,2,PreCondFail,2
claude,o-NR__impl_u__wrapped_token__impl2__new-20251201-204508,2,2,1,55904,3810,postcondition_repair,1,PostCondFail,1
claude-s4,o-ST__subregion_read_relative_aligned-20251204-102113,3,2,2,13539,1325,precondition_repair,2,PreCondFail,2
claude,o-NR__impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal-20251201-140804,2,2,1,7484,1681,postcondition_repair,1,PostCondFail,1
claude-s4,o-ST__subregion_new3-20251204-100900,3,2,2,6613,1122,postcondition_repair,2,PostCondFail,2
claude,o-MA__layout__impl__calculate_page_block_at-20251201-103824,2,2,1,5795,1791,arithmetic_overflow_repair,1,ArithmeticFlow,1
claude,o-NO__spec__unbounded_log__LogRangeMatchesQueue_update_change_2-20251201-123128,2,2,1,5760,2186,postcondition_repair,1,PostCondFail,1
claude,o-VE__regular__repetition__impl2__lemma_prefix_secure_helper-20251202-134548,2,2,1,5751,1530,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__unbounded_log__concat_LogRangeNoNodeId_LogRangeMatchesQueue-20251201-123518,2,2,1,5555,1580,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__definitions_u__impl2__entry_base-20251203-145254,2,2,1,5271,1568,arithmetic_overflow_repair,1,ArithmeticFlow,1
claude,o-IR__delegation_map_v__impl3__choose_gap_violator-20251130-224608,3,2,2,5147,1636,postcondition_repair,1,PostCondFail,1
claude,o-AL__leads_to_rank_step_one_usize_help-20251201-093215,2,2,1,4397,1134,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__spec_t__mmu__rl2__lemma_indexing_bits_match_len_decrease-20251204-040233,3,2,1,4386,1612,postcondition_repair,2,PostCondFail,2
claude,o-MA__pigeonhole__pigeonhole_missing_idx_implies_double-20251201-111902,3,2,2,4367,1801,postcondition_repair,1,PostCondFail,1
claude-s4,o-NO__spec__unbounded_log__combiner_request_ids_finite-20251203-144055,2,2,1,4263,1106,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__unbounded_log__combiner_request_ids_finite-20251201-123259,2,2,1,4135,878,postcondition_repair,1,PostCondFail,1
claude,o-MA__bin_sizes__result_sbin-20251201-131411,2,2,1,4065,983,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__linearization__state_at_version_preserves-20251201-120601,2,2,1,3700,1186,postcondition_repair,1,PostCondFail,1
claude,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_idle-20251202-003830,2,2,1,3633,1097,postcondition_repair,1,PostCondFail,1
claude,o-AL__always_to_current-20251201-082221,2,2,1,3434,880,postcondition_repair,1,PostCondFail,1
claude,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq-20251202-002343,2,2,1,3269,1257,postcondition_repair,1,PostCondFail,1
claude-s4,o-IR__seq_is_unique__do_vec_u8s_match-20251203-134604,3,2,2,3080,915,loopnodec_repair,1,LoopNoDec,1
claude-s4,o-NO__spec__utils__seq_to_set_rec_is_finite-20251203-145236,2,2,1,3028,843,postcondition_repair,1,PostCondFail,1
claude,o-IR__verus_extra__map_fold_ok-20251201-114417,2,2,1,2995,838,postcondition_repair,1,PostCondFail,1
claude,o-NO__spec__utils__map_new_rec_dom_finite-20251201-123923,2,2,1,2990,1377,postcondition_repair,1,PostCondFail,1
claude,o-IR__verus_extra__map_fold_finite-20251201-114354,2,2,1,2924,969,postcondition_repair,1,PostCondFail,1
claude,o-NR__definitions_u__lemma_new_seq-20251201-125335,2,2,1,2757,920,postcondition_repair,1,PostCondFail,1
gpt5,o-NO__spec__linearization__pop_rid-20251127-045353,2,2,1,2239,5378,postcondition_repair,1,PostCondFail,1
claude,o-NR__impl_u__os_refinement__os_next_refines_hl_next-20251201-170618,2,1,1,50957,661,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__impl_u__os_refinement__os_next_refines_hl_next-20251203-202344,2,1,1,50957,665,postcondition_repair,1,PostCondFail,1
claude-s4,o-AC__vreplicaset_controller__proof__liveness__spec__invariant_is_stable-20251203-061147,2,1,1,49346,446,postcondition_repair,1,PostCondFail,1
claude,o-AC__vreplicaset_controller__proof__liveness__spec__invariant_is_stable-20251201-044206,2,1,1,49259,460,postcondition_repair,1,PostCondFail,1
claude,o-NR__spec_t__os_invariant__next_step_preserves_inv-20251201-232250,2,1,1,45779,873,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__spec_t__os_invariant__next_step_preserves_inv-20251203-203730,2,1,1,45779,942,postcondition_repair,1,PostCondFail,1
claude-s4,o-AC__vreplicaset_controller__proof__liveness__spec__stable_spec_is_stable-20251203-074757,2,1,1,42421,597,postcondition_repair,1,PostCondFail,1
claude,o-AC__vreplicaset_controller__proof__liveness__spec__stable_spec_is_stable-20251201-053338,2,1,1,42334,703,postcondition_repair,1,PostCondFail,1
claude,o-OS__kernel__create_and_share_pages__impl0__create_entry_and_share-20251202-053702,2,1,1,40029,865,precondition_repair,1,PreCondFail,1
claude-s4,o-OS__kernel__create_and_share_pages__impl0__create_entry_and_share-20251204-035000,2,1,1,40029,661,precondition_repair,1,PreCondFail,1
claude,o-NR__spec_t__os_invariant__next_preserves_inv-20251201-232233,2,1,1,39746,407,postcondition_repair,1,PostCondFail,1
claude,o-OS__kernel__schedule_idle_cpu__impl0__schedule_idle_cpu-20251202-070705,2,1,1,34426,663,precondition_repair,1,PreCondFail,1
claude,o-OS__kernel__syscall_io_mmap__impl0__syscall_mmap_to_iommu_table-20251202-070746,2,1,1,33397,667,precondition_repair,1,PreCondFail,1
claude-s4,o-OS__kernel__syscall_io_mmap__impl0__syscall_mmap_to_iommu_table-20251204-052529,2,1,1,33397,833,precondition_repair,1,PreCondFail,1
claude,o-OS__kernel__syscall_io_mmap__impl0__syscall_io_mmap-20251202-070726,2,1,1,33360,764,precondition_repair,1,PreCondFail,1
claude-s4,o-OS__kernel__syscall_io_mmap__impl0__syscall_io_mmap-20251204-052511,2,1,1,33360,745,precondition_repair,1,PreCondFail,1
gpt5,o-OS__kernel__create_and_share_pages__impl0__create_entry_and_share-20251128-165727,2,1,1,29788,5928,precondition_repair,1,PreCondFail,1
claude,o-NR__impl_u__wrapped_token__impl3__lemma_regions_derived_from_view_after_write-20251201-220844,2,1,1,27890,574,postcondition_repair,1,PostCondFail,1
claude-s4,o-NR__impl_u__wrapped_token__impl3__lemma_regions_derived_from_view_after_write-20251204-014507,2,1,1,27890,519,postcondition_repair,1,PostCondFail,1
claude,o-NR__impl_u__wrapped_token__impl2__lemma_regions_derived_from_view_after_write-20251201-204451,2,1,1,27715,596,postcondition_repair,1,PostCondFail,1
claude,o-NR__impl_u__os_refinement__vaddr_distinct-20251201-194229,2,1,1,26532,1211,postcondition_repair,1,PostCondFail,1
claude,o-AC__vreplicaset_controller__proof__liveness__spec__derived_invariants_since_beginning_is_stable-20251201-044110,2,1,1,23965,3257,postcondition_repair,1,PostCondFail,1
claude,o-OS__pagetable__pagetable_impl_base__impl0__get_entry_2m_l2-20251202-065621,2,1,1,18704,1061,precondition_repair,1,PreCondFail,1
claude-s4,o-OS__pagetable__pagetable_impl_base__impl0__get_entry_2m_l2-20251204-083345,2,1,1,18704,1336,precondition_repair,1,PreCondFail,1
claude,o-OS__pagetable__pagetable_impl_base__impl0__get_entry_1g_l3-20251202-105841,2,1,1,18666,1155,precondition_repair,1,PreCondFail,1
claude-s4,o-OS__pagetable__pagetable_impl_base__impl0__get_entry_1g_l3-20251204-083321,2,1,1,18666,1388,precondition_repair,1,PreCondFail,1
claude-s4,o-OS__process_manager__spec_proof__impl2__container_subtree_disjoint_inv-20251204-140932,2,1,1,18226,1838,postcondition_repair,1,PostCondFail,1
